Make,Model,Year,Engine Size,Mileage,Fuel Type,Transmission,Price
Audi,Model A,2012,2.8,106371,Petrol,Automatic,28524.71891
Audi,Model C,2016,1.1,44180,Electric,Automatic,26966.24316
Audi,Model B,2014,1.1,41128,Diesel,Automatic,26068.14537
Toyota,Model C,2011,2.2,88620,Electric,Automatic,23781.37784
Honda,Model C,2009,3.7,99411,Electric,Automatic,24267.35137
Audi,Model D,2012,2,59911,Electric,Manual,26082.9834
Toyota,Model A,2010,2.2,57450,Diesel,Automatic,27141.03561
Honda,Model A,2002,3.7,45940,Electric,Manual,25046.80602
Ford,Model E,2021,1.4,56584,Diesel,Automatic,31565.67722
Toyota,Model C,2009,4,191121,Electric,Automatic,23319.55945
BMW,Model C,2010,1.9,141342,Petrol,Automatic,22538.37405
Toyota,Model B,2005,1.2,192034,Diesel,Manual,14664.59871
Toyota,Model A,2000,1.4,4342,Petrol,Manual,21255.62959
Honda,Model B,2005,4.3,43933,Petrol,Manual,25601.81438
Ford,Model D,2004,2.6,67089,Diesel,Manual,24816.18179
BMW,Model E,2006,1.9,198610,Diesel,Automatic,16381.49304
Audi,Model B,2021,2.8,155560,Diesel,Manual,26812.46196
Audi,Model A,2011,3.4,96279,Electric,Manual,24213.77242
Toyota,Model D,2011,2.1,115185,Electric,Automatic,25476.7839
Honda,Model C,2006,3.5,54101,Petrol,Automatic,26267.4247
Honda,Model D,2001,1.9,176431,Diesel,Automatic,18243.84047
Audi,Model B,2000,1.4,132493,Petrol,Manual,11032.6266
BMW,Model A,2017,2.9,192827,Electric,Manual,24284.37502
Ford,Model B,2011,1.5,120668,Petrol,Manual,18752.29811
BMW,Model C,2006,4.3,53525,Petrol,Automatic,26458.92106
Ford,Model C,2018,1,25117,Diesel,Automatic,28190.67442
Audi,Model A,2021,3.6,56462,Diesel,Automatic,35125.4657
Ford,Model E,2002,2,114073,Petrol,Automatic,18840.43931
Honda,Model D,2009,4,120331,Electric,Manual,24387.27303
Toyota,Model D,2010,1.2,176006,Petrol,Automatic,16262.0351
Toyota,Model C,2004,4.3,74954,Electric,Automatic,22421.29744
Audi,Model B,2001,1.4,57593,Petrol,Automatic,18196.59586
Honda,Model B,2007,3.8,143462,Petrol,Automatic,21438.90204
BMW,Model E,2013,2.8,22562,Diesel,Manual,32353.41882
Honda,Model B,2007,2.5,94081,Petrol,Automatic,22000.11859
Toyota,Model D,2005,2,164371,Electric,Automatic,16502.32332
Toyota,Model B,2000,3.9,188974,Petrol,Manual,17770.96579
Honda,Model E,2000,1.7,148747,Petrol,Automatic,17696.07137
Honda,Model D,2007,3.5,85044,Electric,Manual,27940.40191
Toyota,Model B,2010,2.6,119568,Petrol,Automatic,28003.91671
BMW,Model D,2017,4.5,36881,Petrol,Automatic,31855.10646
Audi,Model C,2009,3.1,9319,Petrol,Manual,29561.73535
Audi,Model C,2011,1.4,176279,Petrol,Automatic,18277.78191
Honda,Model C,2019,2.5,3911,Electric,Manual,29657.6427
Audi,Model B,2015,1.2,39927,Electric,Automatic,24569.72498
Toyota,Model E,2004,2,111464,Electric,Manual,21246.93842
Toyota,Model D,2015,2.2,79261,Electric,Manual,27990.34068
Honda,Model A,2011,4,99411,Petrol,Manual,28567.72035
Honda,Model C,2005,3.9,38195,Electric,Manual,28285.16707
Honda,Model C,2004,1,54422,Petrol,Automatic,16909.87888
BMW,Model A,2000,2.9,111140,Diesel,Manual,17047.08129
Audi,Model A,2018,1.8,47561,Petrol,Automatic,28149.40609
Honda,Model B,2009,2.1,104800,Petrol,Automatic,24119.33379
Ford,Model D,2013,1.1,132759,Electric,Automatic,21325.48984
Ford,Model C,2020,3.6,169827,Electric,Automatic,29517.02555
Toyota,Model E,2002,4.3,20855,Electric,Manual,31468.99856
Audi,Model B,2005,1.8,28879,Diesel,Manual,20478.11824
Honda,Model B,2004,2.2,153137,Petrol,Automatic,17504.39938
Ford,Model E,2016,1.7,16091,Diesel,Manual,29365.55415
Audi,Model E,2017,4.3,143819,Petrol,Manual,27251.55398
Toyota,Model E,2011,1,167315,Petrol,Automatic,19014.48917
BMW,Model A,2004,3,179758,Diesel,Automatic,23723.14362
Audi,Model C,2008,4,182756,Diesel,Automatic,19966.0688
Audi,Model A,2011,1.7,20601,Petrol,Manual,28074.32193
BMW,Model C,2019,3.1,165869,Diesel,Automatic,24315.84111
Audi,Model A,2008,1.2,94458,Electric,Manual,17066.89892
Toyota,Model D,2002,3.9,120646,Petrol,Automatic,20540.37342
Toyota,Model C,2000,2,103722,Electric,Manual,18359.73015
BMW,Model B,2021,4.5,6190,Diesel,Manual,38988.8166
Honda,Model C,2014,4.2,155220,Electric,Manual,30193.90098
Ford,Model C,2009,3.6,113962,Diesel,Automatic,25559.04226
Honda,Model C,2013,2.7,127871,Electric,Automatic,24533.68282
Audi,Model D,2006,3.7,77471,Diesel,Manual,27192.28453
Ford,Model A,2003,1.5,44550,Petrol,Automatic,21768.81716
BMW,Model B,2004,2.1,175830,Petrol,Manual,16361.00881
BMW,Model A,2019,1.1,136991,Petrol,Manual,23489.76181
Ford,Model A,2015,3.3,155865,Petrol,Manual,26578.82955
Toyota,Model E,2002,3.8,199418,Diesel,Manual,18685.71996
Ford,Model D,2016,4.3,36183,Electric,Manual,33262.28651
Audi,Model E,2012,3.4,87872,Petrol,Manual,30289.21105
Toyota,Model D,2005,3.6,185657,Diesel,Manual,21101.78172
BMW,Model A,2004,4.1,1716,Diesel,Manual,31038.98367
Ford,Model A,2015,4.3,131361,Petrol,Automatic,26705.31212
Honda,Model D,2010,2.7,4697,Petrol,Automatic,28138.57012
Honda,Model A,2016,1.4,179171,Diesel,Automatic,23874.57709
Audi,Model A,2004,2.6,126148,Electric,Manual,21972.25387
Honda,Model B,2005,2.9,92855,Diesel,Automatic,19827.87948
Ford,Model E,2009,3.2,63041,Petrol,Manual,27418.45403
Ford,Model E,2020,4.5,66145,Petrol,Manual,36608.53692
Honda,Model E,2000,4.2,133425,Petrol,Automatic,18676.59411
Ford,Model C,2020,2.4,16919,Electric,Manual,34975.41799
Audi,Model B,2009,1.4,20141,Electric,Automatic,25395.74491
Toyota,Model E,2016,1.8,130946,Electric,Automatic,27063.97497
Audi,Model E,2002,1.6,74484,Diesel,Automatic,19220.70424
Audi,Model B,2001,2.2,114289,Diesel,Manual,15294.8537
Ford,Model A,2016,4.1,72693,Electric,Automatic,32622.27599
Toyota,Model E,2003,2.5,134921,Electric,Manual,16506.49874
Ford,Model A,2001,3,171909,Petrol,Manual,15759.42616
BMW,Model E,2004,1.6,106849,Petrol,Manual,15223.48278
Ford,Model D,2009,2.7,175923,Diesel,Manual,18487.82468
Ford,Model C,2000,4.1,168170,Electric,Manual,21478.73341
Ford,Model E,2000,3.7,123185,Electric,Manual,20535.2947
Toyota,Model D,2003,1.3,162105,Diesel,Automatic,14529.93569
Ford,Model B,2006,4,166835,Electric,Automatic,19905.1994
Toyota,Model D,2013,2,11900,Petrol,Manual,29319.76609
Honda,Model B,2013,3.3,154426,Electric,Automatic,23936.37859
BMW,Model E,2017,1.5,133286,Diesel,Manual,28614.42021
Toyota,Model B,2001,3.4,143412,Diesel,Automatic,19174.20975
Honda,Model D,2000,1.1,147731,Electric,Automatic,14720.71476
Toyota,Model C,2020,3.1,145759,Diesel,Automatic,26642.11521
Toyota,Model A,2021,3.3,6553,Petrol,Automatic,35737.9315
BMW,Model A,2015,1.9,73874,Petrol,Manual,27531.65947
Audi,Model C,2021,4.3,118236,Petrol,Automatic,30343.59798
Audi,Model A,2017,1.2,127605,Electric,Automatic,24706.3807
Toyota,Model E,2015,4.1,124833,Diesel,Manual,28717.6279
Ford,Model E,2021,2.3,148307,Petrol,Manual,22132.35451
Honda,Model D,2005,3.5,44143,Diesel,Automatic,27940.73135
Ford,Model D,2009,3.3,88719,Diesel,Automatic,26640.35706
Ford,Model B,2001,1.6,29287,Diesel,Manual,21711.82339
Toyota,Model D,2006,2.1,107006,Petrol,Automatic,19580.47422
Toyota,Model E,2020,2.9,155212,Diesel,Automatic,31969.89424
Toyota,Model D,2016,4,94233,Petrol,Manual,29112.14057
Toyota,Model A,2002,4.3,30657,Petrol,Automatic,21087.34179
Audi,Model B,2019,1.1,190566,Petrol,Manual,22206.38926
Toyota,Model B,2011,2.2,14746,Electric,Manual,27891.63512
Audi,Model E,2001,3.3,90067,Diesel,Automatic,18711.13502
Audi,Model D,2006,2.8,180566,Electric,Manual,18065.939
Toyota,Model A,2016,4.3,138817,Electric,Automatic,28524.81588
BMW,Model D,2018,1.1,132495,Electric,Automatic,22063.88642
Honda,Model C,2011,2.5,47305,Electric,Automatic,27355.81293
Ford,Model D,2008,3.3,143131,Petrol,Automatic,23154.54044
Audi,Model E,2013,1.8,24721,Petrol,Automatic,27771.46709
Honda,Model D,2001,3.5,165751,Diesel,Manual,16367.2665
BMW,Model B,2020,1.3,97895,Diesel,Manual,27642.56342
Ford,Model A,2003,2.6,194710,Petrol,Manual,12728.25996
Ford,Model E,2018,3.4,28277,Diesel,Automatic,34198.97385
Audi,Model C,2020,1.9,66875,Diesel,Manual,30073.05537
Toyota,Model A,2015,1.3,116934,Electric,Automatic,22820.37625
BMW,Model A,2021,4.3,145836,Electric,Automatic,29786.68782
Audi,Model B,2016,4.2,147953,Electric,Manual,25547.04984
BMW,Model B,2001,4.2,76676,Electric,Manual,23002.02161
Toyota,Model B,2016,4.4,181014,Electric,Manual,25122.33449
Toyota,Model E,2018,1.6,8201,Petrol,Automatic,28773.2542
Audi,Model D,2007,1.6,24568,Electric,Automatic,22062.96308
Toyota,Model A,2019,1.1,162402,Electric,Manual,25207.84992
Honda,Model D,2005,4.1,2816,Petrol,Manual,31087.34483
Ford,Model D,2011,3.6,33094,Electric,Automatic,34929.98286
Audi,Model B,2017,3.2,82802,Diesel,Manual,30231.66043
BMW,Model D,2001,4.2,18055,Petrol,Automatic,28438.02729
Honda,Model A,2018,3,103306,Diesel,Automatic,28691.1156
Audi,Model A,2009,1.5,149630,Diesel,Automatic,22042.27987
Toyota,Model C,2002,1.6,5235,Petrol,Automatic,22834.99204
Toyota,Model E,2011,1.5,99227,Petrol,Automatic,24487.51542
Toyota,Model D,2015,2.1,147233,Electric,Manual,23709.93147
Toyota,Model E,2011,2.3,184490,Petrol,Manual,23555.02368
BMW,Model E,2007,3.8,145619,Petrol,Manual,21855.14129
Honda,Model E,2004,1.7,129947,Electric,Automatic,20198.49685
Ford,Model E,2010,3.5,161980,Electric,Manual,22684.3917
BMW,Model A,2009,2.7,177641,Petrol,Manual,18345.49414
BMW,Model D,2002,4.5,97188,Electric,Manual,24038.11012
Ford,Model C,2008,3.7,54259,Electric,Automatic,23190.78148
Ford,Model E,2011,4.4,187093,Electric,Manual,25815.02776
Toyota,Model C,2005,2.2,120408,Diesel,Manual,21211.7733
BMW,Model A,2018,1.4,74881,Electric,Automatic,30853.15004
Audi,Model A,2015,2.8,2070,Diesel,Manual,30072.42733
Ford,Model B,2020,1.4,89266,Petrol,Manual,25849.70649
Ford,Model E,2013,2.7,102904,Diesel,Automatic,23228.76634
Honda,Model B,2003,1.9,33688,Diesel,Manual,23346.82691
Audi,Model C,2017,2.7,118170,Diesel,Automatic,26160.93852
Audi,Model D,2009,4.3,177683,Diesel,Manual,21565.68903
Ford,Model B,2017,2,22856,Diesel,Automatic,31157.44041
Toyota,Model A,2011,4.5,178646,Diesel,Automatic,26772.25209
Honda,Model E,2018,1.8,148899,Petrol,Automatic,24367.6415
Audi,Model C,2007,1.7,143771,Petrol,Automatic,17753.84631
Ford,Model A,2000,2.9,101105,Petrol,Manual,22088.17745
Audi,Model D,2013,3.9,83695,Diesel,Automatic,28607.02917
Honda,Model E,2005,3.6,149748,Electric,Automatic,20674.68808
Honda,Model D,2013,3.5,3703,Diesel,Manual,33340.75175
BMW,Model D,2001,2,97193,Petrol,Manual,17268.92949
Ford,Model E,2008,1.1,164665,Diesel,Manual,19015.76354
Honda,Model E,2011,1.6,112501,Petrol,Automatic,20239.81214
BMW,Model D,2004,2.2,106015,Electric,Manual,18879.06818
BMW,Model C,2001,4.4,81547,Electric,Automatic,21917.57027
Audi,Model E,2018,4.2,118429,Petrol,Manual,32204.97204
Audi,Model A,2006,1.7,155786,Petrol,Manual,20320.90922
BMW,Model B,2006,3.5,86372,Diesel,Manual,24376.26487
Audi,Model C,2009,3,116947,Diesel,Automatic,24545.84704
Honda,Model E,2016,1.2,83082,Diesel,Automatic,25979.45214
Toyota,Model E,2013,2.3,101743,Electric,Automatic,25606.34908
Honda,Model C,2010,2.7,166373,Electric,Automatic,18766.33673
BMW,Model B,2019,3.3,169452,Electric,Automatic,25317.70477
BMW,Model D,2005,2,140623,Diesel,Automatic,19988.93226
Honda,Model A,2007,4.3,106234,Petrol,Automatic,28220.87056
Audi,Model E,2018,2.6,18609,Petrol,Automatic,34167.82399
Audi,Model B,2018,1.9,92672,Diesel,Automatic,27199.57053
BMW,Model A,2016,2.1,69208,Diesel,Automatic,29343.89704
Ford,Model C,2017,3.6,133232,Petrol,Automatic,24963.49742
Audi,Model E,2011,3.2,188698,Petrol,Automatic,17425.43594
Honda,Model D,2008,3.6,129567,Electric,Manual,20970.87858
Audi,Model C,2015,2,132869,Diesel,Manual,29499.53052
Honda,Model E,2017,2.1,94248,Electric,Manual,31143.83243
BMW,Model B,2015,2.4,142243,Electric,Manual,20993.02887
Audi,Model A,2015,1.7,91302,Petrol,Automatic,24889.7622
Honda,Model A,2003,3.4,179030,Diesel,Manual,17484.86431
BMW,Model E,2021,2.2,154525,Petrol,Manual,28763.14462
Ford,Model C,2006,2.1,73429,Electric,Automatic,23838.01607
Honda,Model D,2000,1.9,20792,Diesel,Automatic,21004.97718
Ford,Model B,2019,2.6,133002,Electric,Manual,28174.77121
Ford,Model E,2000,3.7,146777,Electric,Manual,20607.48609
Toyota,Model B,2007,3.9,62594,Petrol,Automatic,23446.16864
Audi,Model A,2007,3.8,47,Diesel,Manual,31161.56686
Honda,Model D,2009,3.2,133,Diesel,Automatic,29855.16402
Ford,Model B,2000,2,178694,Diesel,Manual,11774.51769
Toyota,Model E,2020,3.6,11238,Diesel,Automatic,34455.1813
BMW,Model D,2020,1.1,35132,Electric,Automatic,30010.50815
Honda,Model C,2013,3.8,101813,Petrol,Manual,28258.8694
Ford,Model E,2013,3.7,159154,Diesel,Manual,24563.03469
Audi,Model B,2009,3.3,111663,Electric,Manual,23913.44847
Toyota,Model D,2018,1.3,56305,Petrol,Automatic,27895.91207
Ford,Model E,2015,4.5,53246,Petrol,Manual,29626.4602
Audi,Model D,2008,3.6,51689,Petrol,Automatic,31045.96631
Ford,Model D,2019,3.6,171836,Diesel,Automatic,26382.78255
Honda,Model D,2015,1.2,153440,Electric,Manual,22240.04521
Honda,Model B,2019,2.4,35239,Petrol,Manual,34774.04821
Honda,Model E,2007,1.3,67970,Petrol,Automatic,23971.13166
Toyota,Model A,2006,2.3,81559,Petrol,Manual,23125.54725
Honda,Model A,2010,3,127019,Electric,Automatic,23429.51099
Audi,Model B,2020,4.1,91922,Electric,Automatic,32557.50167
Ford,Model B,2005,2,177342,Diesel,Manual,13376.25047
BMW,Model D,2014,3.2,87601,Diesel,Automatic,25580.2004
Audi,Model E,2018,1.6,120632,Electric,Automatic,25648.84893
Audi,Model E,2013,2.2,44014,Diesel,Manual,26943.14914
Honda,Model C,2014,4.3,195952,Electric,Automatic,21806.32241
Toyota,Model C,2005,3.6,15665,Diesel,Automatic,28496.3164
Ford,Model A,2009,2.9,40542,Diesel,Automatic,28783.14165
Toyota,Model C,2013,1.9,86769,Electric,Manual,27291.92702
Ford,Model C,2015,2.3,168040,Petrol,Manual,23761.06456
Ford,Model A,2012,1.5,23481,Petrol,Automatic,25563.83523
Toyota,Model A,2010,2.2,70558,Diesel,Manual,26240.59379
Audi,Model C,2002,1.5,183716,Petrol,Manual,14376.69151
Ford,Model E,2007,3.8,46954,Petrol,Manual,25902.15546
Toyota,Model C,2002,1.3,120156,Diesel,Manual,14675.4406
Ford,Model D,2001,1.7,106243,Petrol,Automatic,19286.18676
BMW,Model D,2020,3.4,9145,Electric,Manual,35970.10979
Audi,Model D,2013,4.2,181566,Electric,Manual,25337.01851
Honda,Model B,2019,4.4,60835,Petrol,Automatic,34385.04013
Ford,Model D,2020,3.9,125622,Electric,Automatic,31722.64067
BMW,Model E,2021,1.7,65506,Electric,Manual,28601.15095
Honda,Model B,2014,2,43064,Petrol,Automatic,27592.22184
Honda,Model B,2002,4,22954,Electric,Manual,28342.37624
Ford,Model D,2000,4.1,96872,Diesel,Automatic,22430.08023
Toyota,Model C,2014,3.2,109120,Diesel,Automatic,25445.45051
Ford,Model A,2019,2.1,170123,Diesel,Manual,22817.69562
BMW,Model C,2021,1.8,92221,Petrol,Manual,28578.5315
Honda,Model C,2001,4,6574,Electric,Manual,22001.07828
Ford,Model B,2017,1.7,32381,Petrol,Automatic,32782.90577
Toyota,Model B,2000,3.3,157111,Petrol,Manual,17396.79921
Ford,Model B,2008,4.4,5331,Electric,Automatic,32504.48658
Audi,Model E,2002,3.5,30412,Electric,Automatic,26753.71189
Toyota,Model E,2001,1.9,83857,Electric,Automatic,19611.1866
BMW,Model A,2003,2,111132,Petrol,Manual,16211.46376
Honda,Model B,2015,1.3,17458,Petrol,Automatic,26093.30147
Ford,Model D,2021,3.4,14058,Diesel,Manual,32618.17565
Toyota,Model B,2000,2.8,166413,Petrol,Automatic,18469.13102
Audi,Model E,2008,1.7,35165,Electric,Automatic,21555.76837
Toyota,Model B,2007,1.8,58425,Petrol,Automatic,21851.48224
Audi,Model E,2005,1,418,Diesel,Automatic,26092.35619
BMW,Model B,2019,4.4,82559,Electric,Automatic,30912.73972
Honda,Model D,2017,3.9,51236,Diesel,Manual,33037.03461
BMW,Model A,2015,2.4,37357,Petrol,Automatic,30950.76399
Ford,Model D,2007,4.3,82278,Petrol,Manual,26868.51532
Toyota,Model E,2003,3.4,83723,Diesel,Manual,23425.21114
Audi,Model C,2002,3.6,169044,Diesel,Manual,19813.81612
Audi,Model D,2014,3.4,171729,Electric,Automatic,27785.87193
Toyota,Model B,2005,3.6,113290,Electric,Manual,21166.93344
Toyota,Model A,2000,1.6,49690,Diesel,Automatic,18837.17584
Ford,Model B,2017,3,69975,Electric,Automatic,31266.72306
BMW,Model B,2010,4,56040,Diesel,Manual,28804.33422
Audi,Model D,2002,1.1,157866,Diesel,Automatic,13184.92432
Ford,Model A,2012,1.4,140977,Petrol,Automatic,22813.16029
BMW,Model C,2016,1.9,197473,Diesel,Automatic,16475.257
Ford,Model B,2017,2,92179,Electric,Automatic,29147.65585
Audi,Model A,2013,1.6,26926,Diesel,Automatic,30529.77055
Toyota,Model C,2006,3.2,177124,Petrol,Manual,19133.28472
Toyota,Model B,2006,2,44228,Electric,Manual,21157.45859
BMW,Model A,2013,1.6,31046,Diesel,Automatic,27502.46856
Honda,Model D,2014,4.2,135743,Petrol,Automatic,28576.06715
BMW,Model B,2011,3.4,192043,Electric,Manual,18416.30153
Honda,Model B,2011,1.9,114419,Petrol,Manual,22743.26545
Ford,Model A,2007,2.3,50187,Petrol,Manual,28489.94601
Ford,Model B,2015,3.6,106856,Electric,Automatic,30882.308
Audi,Model C,2008,3.8,117507,Petrol,Manual,25773.60907
Honda,Model B,2001,1.6,24871,Petrol,Manual,22274.3319
Audi,Model E,2013,4.3,66962,Petrol,Manual,30829.69944
Toyota,Model C,2015,3.7,112362,Electric,Automatic,28583.42937
Honda,Model A,2004,4,64140,Petrol,Manual,25603.01656
BMW,Model C,2004,1.5,164532,Diesel,Automatic,16182.62939
Toyota,Model E,2019,1.5,29171,Petrol,Automatic,26778.17272
Toyota,Model E,2020,2.1,56745,Diesel,Automatic,26032.92005
BMW,Model B,2017,1.2,81772,Petrol,Automatic,24309.50341
Toyota,Model B,2017,1.3,33835,Diesel,Automatic,30472.74954
Honda,Model D,2004,1.5,66668,Electric,Manual,21853.88872
Audi,Model C,2010,3.5,189537,Petrol,Automatic,23215.48574
Toyota,Model D,2012,1.1,128738,Diesel,Automatic,20953.52973
Honda,Model E,2002,1.3,138684,Electric,Manual,18095.75234
Ford,Model B,2016,4.3,97360,Petrol,Manual,33397.00407
Honda,Model B,2017,1.3,9433,Petrol,Automatic,32017.81267
Audi,Model B,2013,2.9,132018,Petrol,Manual,23335.5386
Honda,Model A,2011,3.2,175179,Electric,Manual,22251.05523
BMW,Model E,2013,4.4,1615,Electric,Automatic,33292.60149
Audi,Model B,2017,4.1,78387,Diesel,Automatic,34730.81567
Ford,Model E,2019,2.5,73790,Petrol,Manual,32055.99252
BMW,Model B,2001,4.3,87635,Diesel,Manual,24632.84589
Honda,Model C,2006,2.5,186293,Diesel,Automatic,19063.44381
Audi,Model E,2014,3.3,33161,Diesel,Manual,31525.52585
Ford,Model D,2009,1.9,163670,Diesel,Manual,17250.63736
BMW,Model A,2014,3.2,75229,Diesel,Automatic,30782.88735
Ford,Model D,2016,2.9,131460,Petrol,Automatic,30262.36622
Honda,Model E,2010,3.1,180811,Electric,Automatic,22170.28145
Ford,Model B,2001,3.4,101801,Diesel,Manual,20969.03698
Toyota,Model E,2020,1.6,79437,Electric,Manual,26774.22784
BMW,Model A,2017,2.1,160379,Diesel,Automatic,23167.21143
Ford,Model E,2003,3.6,73205,Petrol,Manual,21490.3409
Honda,Model B,2008,1.6,100875,Diesel,Manual,19326.26825
Honda,Model D,2016,2.2,188695,Diesel,Automatic,21630.46755
Ford,Model C,2016,3.3,60816,Diesel,Manual,31191.99223
Honda,Model D,2016,4.3,92096,Petrol,Automatic,28044.16741
Audi,Model B,2015,1.3,195957,Diesel,Automatic,19686.83849
Audi,Model B,2019,2.8,45241,Petrol,Manual,35003.01581
Audi,Model A,2007,1.3,123684,Electric,Manual,19786.61369
Toyota,Model E,2014,2.3,183209,Electric,Manual,22430.20994
Ford,Model E,2000,1.6,115397,Electric,Automatic,17241.88038
Toyota,Model D,2018,3.3,128167,Petrol,Automatic,24990.92358
Honda,Model C,2014,3.7,152086,Diesel,Manual,22771.64063
Toyota,Model C,2008,1.9,34198,Electric,Automatic,26286.30919
Honda,Model A,2004,3.5,145381,Electric,Manual,22151.41063
Honda,Model B,2015,2.6,160997,Diesel,Manual,25739.76661
BMW,Model A,2012,2,147248,Electric,Manual,24338.11494
Audi,Model E,2015,2.8,112932,Electric,Manual,25420.40117
Honda,Model B,2021,2.3,97679,Diesel,Automatic,31157.6983
BMW,Model A,2010,1.8,149494,Petrol,Manual,22039.13393
Audi,Model D,2012,3.6,20517,Petrol,Automatic,34246.57622
Honda,Model E,2005,3.8,54503,Electric,Manual,29581.09999
Honda,Model C,2019,3.8,28514,Electric,Automatic,33894.95986
Toyota,Model A,2016,2.3,133287,Petrol,Manual,24776.53631
Toyota,Model E,2004,1.6,16486,Electric,Automatic,23791.42715
Audi,Model E,2016,3.9,90256,Petrol,Automatic,28632.92549
Honda,Model C,2000,2.2,74482,Electric,Manual,21891.87434
Ford,Model C,2004,3.6,12249,Electric,Manual,27163.21721
Toyota,Model C,2004,3.9,154259,Petrol,Automatic,23425.31502
Audi,Model A,2006,3.7,184685,Diesel,Manual,23191.52124
Honda,Model C,2015,2.4,39064,Electric,Automatic,28782.17607
Honda,Model D,2017,4.3,121253,Electric,Automatic,26546.32001
Ford,Model E,2005,3.3,173862,Diesel,Automatic,19349.59815
Audi,Model C,2001,3,77437,Electric,Manual,24302.51633
Honda,Model E,2012,3.4,46783,Diesel,Automatic,32109.0831
Toyota,Model B,2009,1.2,196690,Diesel,Automatic,15864.52858
Ford,Model B,2020,2.4,42271,Petrol,Automatic,31930.1621
Audi,Model C,2019,4.1,155419,Diesel,Manual,28623.90693
Ford,Model E,2010,1.6,55142,Petrol,Automatic,23255.58782
Toyota,Model B,2020,2.5,60683,Petrol,Manual,27534.509
Audi,Model C,2001,2.4,93806,Petrol,Automatic,20648.99914
Ford,Model E,2007,2.2,104526,Electric,Manual,20706.59134
BMW,Model C,2021,3,60791,Electric,Automatic,32889.90458
Toyota,Model E,2018,4.5,3668,Diesel,Manual,38172.44519
Toyota,Model B,2019,1.9,50767,Petrol,Manual,31568.99666
Toyota,Model C,2016,3.5,165902,Electric,Manual,24328.57141
BMW,Model B,2015,3.7,41739,Electric,Manual,29859.61786
BMW,Model C,2009,3,122243,Diesel,Manual,24565.0952
Honda,Model A,2004,1.3,181282,Electric,Manual,15858.13434
Ford,Model B,2013,3,35166,Electric,Automatic,28614.58788
Honda,Model B,2018,4.3,142268,Electric,Manual,31476.11
Ford,Model D,2003,2.2,149786,Electric,Automatic,17334.59404
